Area,Item,Year,Yield,avg_temp,Pesticides,avg_precipitation,group,yield_normalized
Burundi,Yams,2006,56615,21.83,190.51,1274,0,0.12062285020930139
Burundi,Yams,2007,57103,21.28,412.66,1274,0,0.12166349284878054
Burundi,Yams,2008,57869,21.29,456.44,1274,0,0.12329696059845481
Burundi,Yams,2009,55000,21.42,177.75,1274,0,0.11717892016266439
Burundi,Yams,2010,64079,21.75,264.53,1274,0,0.13653956467871226
Burundi,Yams,2011,68989,21.23,75.64,1274,0,0.1470099650062588
Burundi,Yams,2012,90258,21.44,98.59,1274,0,0.1923653508650342
Burundi,Yams,2013,79279,21.53,956.06,1274,0,0.1689530239411781
Cameroon,Cassava,1990,164386,25.08,450.01,1604,0,0.3504406737734598
Cameroon,Cassava,1991,162200,24.99,99.09,1604,0,0.34577910654005517
Cameroon,Cassava,1992,136333,24.6,1137.56,1604,0,0.2906186492543838
Cameroon,Cassava,1993,131840,24.9,774.49,1604,0,0.2810374865921299
Cameroon,Cassava,1994,127037,24.93,411.42,1604,0,0.27079525995807574
Cameroon,Cassava,1995,118667,25.21,48.35,1604,0,0.25294653271946793
Cameroon,Cassava,1996,115500,25.0,180.08,1604,0,0.24619301788497913
Cameroon,Cassava,1997,106556,24.98,630.12,1604,0,0.22712025606632819
Cameroon,Cassava,1998,90041,25.66,258.02,1604,0,0.191902606084774
Cameroon,Cassava,1999,136594,24.97,653.0,1604,0,0.2911752224693512
Cameroon,Cassava,2000,132992,24.88,545.0,1604,0,0.2834940856099168
Cameroon,Cassava,2001,81918,25.01,687.0,1604,0,0.1745805975591812
Cameroon,Cassava,2002,76626,25.26,815.79,1604,0,0.16329559582122272
Cameroon,Cassava,2004,66145,25.42,849.48,1604,0,0.14094523618109742
Cameroon,Cassava,2005,105771,25.36,829.59,1604,0,0.22544627149257582
Cameroon,Cassava,2006,107548,25.39,950.22,1604,0,0.2292356607760891
Cameroon,Cassava,2007,140000,25.49,918.88,1604,0,0.2984383963014537
Cameroon,Cassava,2008,140000,25.42,882.13,1604,0,0.2984383963014537
Cameroon,Cassava,2009,139528,25.54,813.77,1604,0,0.29743187309277713
Cameroon,Cassava,2010,140636,25.7,1160.63,1604,0,0.2997946436758569
Cameroon,Cassava,2011,145720,25.25,1372.47,1604,0,0.3106360928133816
Cameroon,Cassava,2012,115388,25.18,1372.47,1604,0,0.24595418186936097
Cameroon,Cassava,2013,147894,25.45,1372.47,1604,0,0.31527207047368433
Cameroon,Maize,1990,18543,25.08,450.01,1604,0,0.039435664614525065
Cameroon,Maize,1991,19800,24.99,99.09,1604,0,0.04211617239695399
Cameroon,Maize,1992,13974,24.6,1137.56,1604,0,0.029692434655958853
Cameroon,Maize,1993,11267,24.9,774.49,1604,0,0.023919853457044702
Cameroon,Maize,1994,11644,24.93,411.42,1604,0,0.02472379254533086
Cameroon,Maize,1995,15450,25.21,48.35,1604,0,0.0328399521474983
Cameroon,Maize,1996,18750,25.0,180.08,1604,0,0.03987708475053365
Cameroon,Maize,1997,20267,24.98,630.12,1604,0,0.04311203328350475
Cameroon,Maize,1998,18911,25.66,258.02,1604,0,0.04022041152298477
Cameroon,Maize,1999,25907,24.97,653.0,1604,0,0.05513913264141971
Cameroon,Maize,2000,24615,24.88,545.0,1604,0,0.05238398860411011
Cameroon,Maize,2001,24404,25.01,687.0,1604,0,0.051934038610400884
Cameroon,Maize,2002,20679,25.26,815.79,1604,0,0.04399060862667158
Cameroon,Maize,2004,19166,25.42,849.48,1604,0,0.04076418995140114
Cameroon,Maize,2005,21334,25.36,829.59,1604,0,0.045387372825152844
Cameroon,Maize,2006,22224,25.39,950.22,1604,0,0.047285266163547224
Cameroon,Maize,2007,20000,25.49,918.88,1604,0,0.042542665281986435
Cameroon,Maize,2008,20000,25.42,882.13,1604,0,0.042542665281986435
Cameroon,Maize,2009,19787,25.54,813.77,1604,0,0.04208845035942688
Cameroon,Maize,2010,19741,25.7,1160.63,1604,0,0.041990356995869414
Cameroon,Maize,2011,20240,25.25,1372.47,1604,0,0.04305445674402537
Cameroon,Maize,2012,17152,25.18,1372.47,1604,0,0.03646940659912441
Cameroon,Maize,2013,19787,25.45,1372.47,1604,0,0.04208845035942688
Cameroon,Plantains and others,1990,51150,25.08,450.01,1604,0,0.10896893212578981
Cameroon,Plantains and others,1991,53222,24.99,99.09,1604,0,0.11338739841472595
Cameroon,Plantains and others,1992,54632,24.6,1137.56,1604,0,0.11639417325420469
Cameroon,Plantains and others,1993,56000,24.9,774.49,1604,0,0.11931138458782661
Cameroon,Plantains and others,1994,55053,24.93,411.42,1604,0,0.11729194077719798
Cameroon,Plantains and others,1995,54365,25.21,48.35,1604,0,0.11582480525268637
Cameroon,Plantains and others,1996,55603,25.0,180.08,1604,0,0.11846479621103721
Cameroon,Plantains and others,1997,56426,24.98,630.12,1604,0,0.12021981443294573
Cameroon,Plantains and others,1998,67958,25.66,258.02,1604,0,0.14481139418391653
Cameroon,Plantains and others,1999,61102,24.97,653.0,1604,0,0.1301912180850043
Cameroon,Plantains and others,2000,61323,24.88,545.0,1604,0,0.13066249272296515
Cameroon,Plantains and others,2001,62064,25.01,687.0,1604,0,0.13224264886201037
Cameroon,Plantains and others,2002,53209,25.26,815.79,1604,0,0.11335967637719883
Cameroon,Plantains and others,2004,53312,25.42,849.48,1604,0,0.11357932021299055
Cameroon,Plantains and others,2005,79720,25.36,829.59,1604,0,0.16989344075267465
Cameroon,Plantains and others,2006,79860,25.39,950.22,1604,0,0.17019198577219735
Cameroon,Plantains and others,2007,120619,25.49,918.88,1604,0,0.25710910327738457
Cameroon,Plantains and others,2008,120000,25.42,882.13,1604,0,0.2557891077982092
Cameroon,Plantains and others,2009,119671,25.54,813.77,1604,0,0.2550875270023308
Cameroon,Plantains and others,2010,122250,25.7,1160.63,1604,0,0.2605871527548242
Cameroon,Plantains and others,2011,110857,25.25,1372.47,1604,0,0.23629198555895092
Cameroon,Plantains and others,2012,108526,25.18,1372.47,1604,0,0.23132121098389777
Cameroon,Plantains and others,2013,119444,25.45,1372.47,1604,0,0.25460345757781894
Cameroon,Potatoes,1990,16142,25.08,450.01,1604,0,0.03431561752971056
Cameroon,Potatoes,1991,16875,24.99,99.09,1604,0,0.03587871395335447
Cameroon,Potatoes,1992,20500,24.6,1137.56,1604,0,0.04360889749456755
Cameroon,Potatoes,1993,21111,24.9,774.49,1604,0,0.044911833258341666
Cameroon,Potatoes,1994,19811,24.93,411.42,1604,0,0.04213962950563077
Cameroon,Potatoes,1995,20588,25.21,48.35,1604,0,0.043796554363981825
Cameroon,Potatoes,1996,29064,25.0,180.08,1604,0,0.06187132283165686
Cameroon,Potatoes,1997,40329,24.98,630.12,1604,0,0.08589353458110935
Cameroon,Potatoes,1998,53198,25.66,258.02,1604,0,0.11333621926852205
Cameroon,Potatoes,1999,60031,24.97,653.0,1604,0,0.12790734868565556
Cameroon,Potatoes,2000,59044,24.88,545.0,1604,0,0.12580260629802043
Cameroon,Potatoes,2001,51674,25.01,687.0,1604,0,0.11008634348457481
Cameroon,Potatoes,2002,39452,25.26,815.79,1604,0,0.08402336328024208
Cameroon,Potatoes,2004,31159,25.42,849.48,1604,0,0.06633883580237172
Cameroon,Potatoes,2005,25900,25.36,829.59,1604,0,0.055124205390443576
Cameroon,Potatoes,2006,27330,25.39,950.22,1604,0,0.05817362951842556
Cameroon,Potatoes,2007,26587,25.49,918.88,1604,0,0.056589208450530025
Cameroon,Potatoes,2008,26367,25.42,882.13,1604,0,0.05612006627699433
Cameroon,Potatoes,2009,28754,25.54,813.77,1604,0,0.06121025885985657
Cameroon,Potatoes,2010,44088,25.7,1160.63,1604,0,0.09390946835529417
Cameroon,Potatoes,2011,73940,25.25,1372.47,1604,0,0.15756779637523696
Cameroon,Potatoes,2012,103444,25.18,1372.47,1604,0,0.22048402677522333
Cameroon,Potatoes,2013,133560,25.45,1372.47,1604,0,0.284705325403409
Cameroon,"Rice, paddy",1990,49999,25.08,450.01,1604,0,0.1065144655724281
Cameroon,"Rice, paddy",1991,36400,24.99,99.09,1604,0,0.07751508185464696
Cameroon,"Rice, paddy",1992,35000,24.6,1137.56,1604,0,0.07452963165941984
Cameroon,"Rice, paddy",1993,29000,24.9,774.49,1604,0,0.06173484510844648
Cameroon,"Rice, paddy",1994,31423,24.93,411.42,1604,0,0.06690180641061455
Cameroon,"Rice, paddy",1995,31307,25.21,48.35,1604,0,0.06665444053729573
Cameroon,"Rice, paddy",1996,31391,25.0,180.08,1604,0,0.06683356754900936
Cameroon,"Rice, paddy",1997,33636,24.98,630.12,1604,0,0.07162095018349857
Cameroon,"Rice, paddy",1998,35467,25.66,258.02,1604,0,0.0755254925459706
Cameroon,"Rice, paddy",1999,33095,24.97,653.0,1604,0,0.0704672869294858
Cameroon,"Rice, paddy",2000,30103,24.88,545.0,1604,0,0.06408695336940042
Cameroon,"Rice, paddy",2001,30242,25.01,687.0,1604,0,0.06438336592449796
Cameroon,"Rice, paddy",2002,11137,25.26,815.79,1604,0,0.023642633081773612
Cameroon,"Rice, paddy",2004,12416,25.42,849.48,1604,0,0.026370055081556102
Cameroon,"Rice, paddy",2005,12971,25.36,829.59,1604,0,0.027553572837521138
Cameroon,"Rice, paddy",2006,12905,25.39,950.22,1604,0,0.02741283018546043
Cameroon,"Rice, paddy",2007,10000,25.49,918.88,1604,0,0.021218021030364163
Cameroon,"Rice, paddy",2008,10000,25.42,882.13,1604,0,0.021218021030364163
Cameroon,"Rice, paddy",2009,27475,25.54,813.77,1604,0,0.058482836860074085
Cameroon,"Rice, paddy",2010,10936,25.7,1160.63,1604,0,0.023214007732316005
Cameroon,"Rice, paddy",2011,13464,25.25,1372.47,1604,0,0.028604877799126117
Cameroon,"Rice, paddy",2012,14217,25.18,1372.47,1604,0,0.030210623511273273
Cameroon,"Rice, paddy",2013,11641,25.45,1372.47,1604,0,0.024717395152055375
Cameroon,Sorghum,1990,8489,25.08,450.01,1604,0,0.017995867283944037
Cameroon,Sorghum,1991,7692,24.99,99.09,1604,0,0.016296293137089742
Cameroon,Sorghum,1992,7600,24.6,1137.56,1604,0,0.016100106409974814
Cameroon,Sorghum,1993,7647,24.9,774.49,1604,0,0.01620033223795744
Cameroon,Sorghum,1994,7292,24.93,411.42,1604,0,0.01544330736702485
Cameroon,Sorghum,1995,8679,25.21,48.35,1604,0,0.01840103552472486
Cameroon,Sorghum,1996,8910,25.0,180.08,1604,0,0.018893634806937332
Cameroon,Sorghum,1997,8889,24.98,630.12,1604,0,0.018848853054008928
Cameroon,Sorghum,1998,9955,25.66,258.02,1604,0,0.02112206013123186
Cameroon,Sorghum,1999,11239,24.97,653.0,1604,0,0.02386014445314016
Cameroon,Sorghum,2000,12000,24.88,545.0,1604,0,0.025482949880688617
Cameroon,Sorghum,2001,12024,25.01,687.0,1604,0,0.025534129026892508
Cameroon,Sorghum,2002,14129,25.26,815.79,1604,0,0.030022966641858998
Cameroon,Sorghum,2004,12654,25.42,849.48,1604,0,0.02687758161474471
Cameroon,Sorghum,2005,13173,25.36,829.59,1604,0,0.027984330651403908
Cameroon,Sorghum,2006,12561,25.39,950.22,1604,0,0.026679262423204626
Cameroon,Sorghum,2007,14397,25.49,918.88,1604,0,0.030594467107802475
Cameroon,Sorghum,2008,14323,25.42,882.13,1604,0,0.030436664740340468
Cameroon,Sorghum,2009,14085,25.54,813.77,1604,0,0.02992913820715186
Cameroon,Sorghum,2010,14257,25.7,1160.63,1604,0,0.03029592208827976
Cameroon,Sorghum,2011,15038,25.25,1372.47,1604,0,0.03196137680433146
Cameroon,Sorghum,2012,14883,25.18,1372.47,1604,0,0.031630844818431314
Cameroon,Sorghum,2013,15074,25.45,1372.47,1604,0,0.032038145523637304
Cameroon,Soybeans,1990,6000,25.08,450.01,1604,0,0.012688163329715252
Cameroon,Soybeans,1991,6034,24.99,99.09,1604,0,0.012760667120170767
Cameroon,Soybeans,1992,6061,24.6,1137.56,1604,0,0.012818243659650149
Cameroon,Soybeans,1993,6000,24.9,774.49,1604,0,0.012688163329715252
Cameroon,Soybeans,1994,6026,24.93,411.42,1604,0,0.01274360740476947
Cameroon,Soybeans,1995,6203,25.21,48.35,1604,0,0.013121053608023184
Cameroon,Soybeans,1996,6220,25.0,180.08,1604,0,0.013157305503250942
Cameroon,Soybeans,1997,6235,24.98,630.12,1604,0,0.013189292469628376
Cameroon,Soybeans,1998,6250,25.66,258.02,1604,0,0.013221279436005809
Cameroon,Soybeans,1999,6373,24.97,653.0,1604,0,0.013483572560300763
Cameroon,Soybeans,2000,6375,24.88,545.0,1604,0,0.013487837489151087
Cameroon,Soybeans,2001,6193,25.01,687.0,1604,0,0.013099728963771562
Cameroon,Soybeans,2002,5611,25.26,815.79,1604,0,0.011858634668327145
Cameroon,Soybeans,2004,5866,25.42,849.48,1604,0,0.012402413096743514
Cameroon,Soybeans,2005,6131,25.36,829.59,1604,0,0.012967516169411504
Cameroon,Soybeans,2006,6226,25.39,950.22,1604,0,0.013170100289801916
Cameroon,Soybeans,2007,12002,25.49,918.88,1604,0,0.02548721480953894
Cameroon,Soybeans,2008,11999,25.42,882.13,1604,0,0.025480817416263454
Cameroon,Soybeans,2009,8310,25.54,813.77,1604,0,0.017614156151839998
Cameroon,Soybeans,2010,8437,25.7,1160.63,1604,0,0.0178849791338356
Cameroon,Soybeans,2011,8276,25.25,1372.47,1604,0,0.017541652361384483
Cameroon,Soybeans,2012,13980,25.18,1372.47,1604,0,0.029705229442509827
Cameroon,Soybeans,2013,13228,25.45,1372.47,1604,0,0.02810161619478783
Cameroon,Sweet potatoes,1990,78150,25.08,450.01,1604,0,0.16654547160516994
Cameroon,Sweet potatoes,1991,63103,24.99,99.09,1604,0,0.1344582793997539
Cameroon,Sweet potatoes,1992,62643,24.6,1137.56,1604,0,0.1334773457641793
Cameroon,Sweet potatoes,1993,62183,24.9,774.49,1604,0,0.13249641212860466
Cameroon,Sweet potatoes,1994,61724,24.93,411.42,1604,0,0.1315176109574552
Cameroon,Sweet potatoes,1995,61264,25.21,48.35,1604,0,0.13053667732188057
Cameroon,Sweet potatoes,1996,60681,25.0,180.08,1604,0,0.129293450562011
Cameroon,Sweet potatoes,1997,65306,24.98,630.12,1604,0,0.1391560985283863
Cameroon,Sweet potatoes,1998,74780,25.66,258.02,1604,0,0.15935906649237325
Cameroon,Sweet potatoes,1999,65895,24.97,653.0,1604,0,0.14041212007480686
Cameroon,Sweet potatoes,2000,64578,24.88,545.0,1604,0,0.1376036644268682
Cameroon,Sweet potatoes,2001,64856,25.01,687.0,1604,0,0.1381964895370633
Cameroon,Sweet potatoes,2002,45554,25.26,815.79,1604,0,0.09703566120258199
Cameroon,Sweet potatoes,2004,41558,25.42,849.48,1604,0,0.08851433335963373
Cameroon,Sweet potatoes,2005,67586,25.36,829.59,1604,0,0.1440181174177562
Cameroon,Sweet potatoes,2006,66603,25.39,950.22,1604,0,0.14192190488782172
Cameroon,Sweet potatoes,2007,55032,25.49,918.88,1604,0,0.11724715902426958
Cameroon,Sweet potatoes,2008,59989,25.42,882.13,1604,0,0.12781778517979875
Cameroon,Sweet potatoes,2009,54288,25.54,813.77,1604,0,0.11566060549194888
Cameroon,Sweet potatoes,2010,54179,25.7,1160.63,1604,0,0.11542816686960619
Cameroon,Sweet potatoes,2011,49900,25.25,1372.47,1604,0,0.10630335159433703
Cameroon,Sweet potatoes,2012,60000,25.18,1372.47,1604,0,0.12784124228847552
Cameroon,Sweet potatoes,2013,54288,25.45,1372.47,1604,0,0.11566060549194888
Cameroon,Wheat,1990,15000,25.08,450.01,1604,0,0.0318803431561753
Cameroon,Wheat,1991,12863,24.99,99.09,1604,0,0.02732326667960362
Cameroon,Wheat,1992,12884,24.6,1137.56,1604,0,0.027368048432532023
Cameroon,Wheat,1993,12904,24.9,774.49,1604,0,0.027410697721035267
Cameroon,Wheat,1994,12937,24.93,411.42,1604,0,0.027481069047065623
Cameroon,Wheat,1995,13098,25.21,48.35,1604,0,0.02782439581951674
Cameroon,Wheat,1996,13333,25.0,180.08,1604,0,0.028325524959429863
Cameroon,Wheat,1997,13264,24.98,630.12,1604,0,0.02817838491409367
Cameroon,Wheat,1998,13279,25.66,258.02,1604,0,0.028210371880471104
Cameroon,Wheat,1999,13294,24.97,653.0,1604,0,0.028242358846848538
Cameroon,Wheat,2000,13309,24.88,545.0,1604,0,0.028274345813225972
Cameroon,Wheat,2001,13325,25.01,687.0,1604,0,0.028308465244028566
Cameroon,Wheat,2002,13340,25.26,815.79,1604,0,0.028340452210406
Cameroon,Wheat,2004,13373,25.42,849.48,1604,0,0.028410823536436352
Cameroon,Wheat,2005,13390,25.36,829.59,1604,0,0.028447075431664113
Cameroon,Wheat,2006,13408,25.39,950.22,1604,0,0.02848545979131703
Cameroon,Wheat,2007,13426,25.49,918.88,1604,0,0.02852384415096995
Cameroon,Wheat,2008,13444,25.42,882.13,1604,0,0.028562228510622872
Cameroon,Wheat,2009,13463,25.54,813.77,1604,0,0.028602745334700953
Cameroon,Wheat,2010,13846,25.7,1160.63,1604,0,0.029419479209538087
Cameroon,Wheat,2011,13971,25.25,1372.47,1604,0,0.029686037262683367
Cameroon,Wheat,2012,12308,25.18,1372.47,1604,0,0.026139748923638583
Cameroon,Wheat,2013,12879,25.45,1372.47,1604,0,0.027357386110406213
Cameroon,Yams,1990,39310,25.08,450.01,1604,0,0.08372055333186904
Cameroon,Yams,1991,50000,24.99,99.09,1604,0,0.10651659803685325
Cameroon,Yams,1992,55238,24.6,1137.56,1604,0,0.117686446695853
Cameroon,Yams,1993,60000,24.9,774.49,1604,0,0.12784124228847552
Cameroon,Yams,1994,70588,24.93,411.42,1604,0,0.1504197756220932
Cameroon,Yams,1995,71625,25.21,48.35,1604,0,0.15263114123098642
Cameroon,Yams,1996,75000,25.0,180.08,1604,0,0.15982820866590894
Cameroon,Yams,1997,78947,24.98,630.12,1604,0,0.16824504575202423
Cameroon,Yams,1998,79360,25.66,258.02,1604,0,0.16912575355961623
Cameroon,Yams,1999,93209,24.97,653.0,1604,0,0.19865825338368792
Cameroon,Yams,2000,93662,24.88,545.0,1604,0,0.1996242597682864
Cameroon,Yams,2001,94345,25.01,687.0,1604,0,0.20108073297067222
Cameroon,Yams,2002,76643,25.26,815.79,1604,0,0.16333184771645046
Cameroon,Yams,2004,76752,25.42,849.48,1604,0,0.16356428633879316
Cameroon,Yams,2005,97814,25.36,829.59,1604,0,0.20847825206155998
Cameroon,Yams,2006,100747,25.39,950.22,1604,0,0.2147327702205608
Cameroon,Yams,2007,121002,25.49,918.88,1604,0,0.2579258371522217
Cameroon,Yams,2008,121000,25.42,882.13,1604,0,0.25792157222337136
Cameroon,Yams,2009,121205,25.54,813.77,1604,0,0.2583587274305296
Cameroon,Yams,2010,111590,25.7,1160.63,1604,0,0.23785508198259483
Cameroon,Yams,2011,101354,25.25,1372.47,1604,0,0.21602717612663427
Cameroon,Yams,2012,112643,25.18,1372.47,1604,0,0.24010056702229066
Cameroon,Yams,2013,103844,25.45,1372.47,1604,0,0.2213370125452882
Canada,Maize,1990,68602,8.2,29568.0,537,0,0.146184701273721
Canada,Maize,1990,68602,9.48,29568.0,537,0,0.146184701273721
Canada,Maize,1990,68602,6.07,29568.0,537,0,0.146184701273721
Canada,Maize,1990,68602,5.57,29568.0,537,0,0.146184701273721
Canada,Maize,1990,68602,7.41,29568.0,537,0,0.146184701273721
Canada,Maize,1990,68602,7.82,29568.0,537,0,0.146184701273721
Canada,Maize,1991,67098,8.13,29477.5,537,0,0.14297747477827702
Canada,Maize,1991,67098,9.72,29477.5,537,0,0.14297747477827702
Canada,Maize,1991,67098,5.82,29477.5,537,0,0.14297747477827702
Canada,Maize,1991,67098,5.46,29477.5,537,0,0.14297747477827702
Canada,Maize,1991,67098,7.55,29477.5,537,0,0.14297747477827702
Canada,Maize,1991,67098,7.89,29477.5,537,0,0.14297747477827702
Canada,Maize,1992,56927,6.25,29387.0,537,0,0.121288179109952
Canada,Maize,1992,56927,8.05,29387.0,537,0,0.121288179109952
Canada,Maize,1992,56927,4.41,29387.0,537,0,0.121288179109952
Canada,Maize,1992,56927,3.69,29387.0,537,0,0.121288179109952
Canada,Maize,1992,56927,5.79,29387.0,537,0,0.121288179109952
Canada,Maize,1992,56927,8.77,29387.0,537,0,0.121288179109952
Canada,Maize,1993,64241,6.48,29296.5,537,0,0.13688502391558852
Canada,Maize,1993,64241,8.11,29296.5,537,0,0.13688502391558852
Canada,Maize,1993,64241,4.52,29296.5,537,0,0.13688502391558852
Canada,Maize,1993,64241,3.96,29296.5,537,0,0.13688502391558852
Canada,Maize,1993,64241,5.87,29296.5,537,0,0.13688502391558852
Canada,Maize,1993,64241,7.69,29296.5,537,0,0.13688502391558852
Canada,Maize,1994,73748,6.52,29206.0,537,0,0.15715836320560583
Canada,Maize,1994,73748,8.11,29206.0,537,0,0.15715836320560583
Canada,Maize,1994,73748,4.72,29206.0,537,0,0.15715836320560583
Canada,Maize,1994,73748,4.06,29206.0,537,0,0.15715836320560583
Canada,Maize,1994,73748,5.95,29206.0,537,0,0.15715836320560583
Canada,Maize,1994,73748,8.27,29206.0,537,0,0.15715836320560583
Canada,Maize,1995,72528,7.19,32223.4,537,0,0.1545567566069079
Canada,Maize,1995,72528,8.52,32223.4,537,0,0.1545567566069079
Canada,Maize,1995,72528,5.47,32223.4,537,0,0.1545567566069079
Canada,Maize,1995,72528,4.81,32223.4,537,0,0.1545567566069079
Canada,Maize,1995,72528,6.38,32223.4,537,0,0.1545567566069079
Canada,Maize,1995,72528,8.49,32223.4,537,0,0.1545567566069079
Canada,Maize,1996,69141,6.88,35240.8,537,0,0.14733409959888344
Canada,Maize,1996,69141,7.85,35240.8,537,0,0.14733409959888344
Canada,Maize,1996,69141,5.25,35240.8,537,0,0.14733409959888344
Canada,Maize,1996,69141,4.66,35240.8,537,0,0.14733409959888344
Canada,Maize,1996,69141,5.81,35240.8,537,0,0.14733409959888344
Canada,Maize,1996,69141,7.16,35240.8,537,0,0.14733409959888344
Canada,Maize,1997,68702,6.72,38258.2,537,0,0.14639794771623724
Canada,Maize,1997,68702,8.09,38258.2,537,0,0.14639794771623724
Canada,Maize,1997,68702,4.54,38258.2,537,0,0.14639794771623724
Canada,Maize,1997,68702,3.99,38258.2,537,0,0.14639794771623724
Canada,Maize,1997,68702,6.0,38258.2,537,0,0.14639794771623724
Canada,Maize,1997,68702,8.23,38258.2,537,0,0.14639794771623724
Canada,Maize,1998,80054,9.01,41275.6,537,0,0.17060568387067881
Canada,Maize,1998,80054,10.6,41275.6,537,0,0.17060568387067881
Canada,Maize,1998,80054,7.0,41275.6,537,0,0.17060568387067881
Canada,Maize,1998,80054,6.68,41275.6,537,0,0.17060568387067881
Canada,Maize,1998,80054,8.54,41275.6,537,0,0.17060568387067881
Canada,Maize,1998,80054,8.72,41275.6,537,0,0.17060568387067881
Canada,Maize,1999,79747,8.29,44293.0,537,0,0.16995101729215403
Canada,Maize,1999,79747,9.53,44293.0,537,0,0.16995101729215403
Canada,Maize,1999,79747,6.71,44293.0,537,0,0.16995101729215403
Canada,Maize,1999,79747,6.02,44293.0,537,0,0.16995101729215403
Canada,Maize,1999,79747,7.75,44293.0,537,0,0.16995101729215403
Canada,Maize,1999,79747,7.69,44293.0,537,0,0.16995101729215403
Canada,Maize,2000,62844,6.93,39667.0,537,0,0.1339059711136369
Canada,Maize,2000,62844,8.67,39667.0,537,0,0.1339059711136369
Canada,Maize,2000,62844,5.14,39667.0,537,0,0.1339059711136369
Canada,Maize,2000,62844,4.61,39667.0,537,0,0.1339059711136369
Canada,Maize,2000,62844,6.67,39667.0,537,0,0.1339059711136369
Canada,Maize,2000,62844,7.63,39667.0,537,0,0.1339059711136369
Canada,Maize,2001,66187,8.47,38456.0,537,0,0.14103479968695423
Canada,Maize,2001,66187,9.63,38456.0,537,0,0.14103479968695423
Canada,Maize,2001,66187,6.46,38456.0,537,0,0.14103479968695423
Canada,Maize,2001,66187,6.01,38456.0,537,0,0.14103479968695423
Canada,Maize,2001,66187,7.76,38456.0,537,0,0.14103479968695423
Canada,Maize,2001,66187,7.77,38456.0,537,0,0.14103479968695423
Canada,Maize,2002,70128,8.18,34226.0,537,0,0.14943884198651855
Canada,Maize,2002,70128,9.45,34226.0,537,0,0.14943884198651855
Canada,Maize,2002,70128,6.01,34226.0,537,0,0.14943884198651855
Canada,Maize,2002,70128,5.47,34226.0,537,0,0.14943884198651855
Canada,Maize,2002,70128,7.48,34226.0,537,0,0.14943884198651855
Canada,Maize,2002,70128,7.82,34226.0,537,0,0.14943884198651855
Canada,Maize,2004,82410,7.02,36138.0,537,0,0.17562977005636105
Canada,Maize,2004,82410,8.63,36138.0,537,0,0.17562977005636105
Canada,Maize,2004,82410,4.91,36138.0,537,0,0.17562977005636105
Canada,Maize,2004,82410,4.46,36138.0,537,0,0.17562977005636105
Canada,Maize,2004,82410,6.4,36138.0,537,0,0.17562977005636105
Canada,Maize,2004,82410,8.95,36138.0,537,0,0.17562977005636105
Canada,Maize,2005,86035,7.89,36363.0,537,0,0.18335995359757412
Canada,Maize,2005,86035,9.05,36363.0,537,0,0.18335995359757412
Canada,Maize,2005,86035,5.95,36363.0,537,0,0.18335995359757412
Canada,Maize,2005,86035,5.53,36363.0,537,0,0.18335995359757412
Canada,Maize,2005,86035,7.22,36363.0,537,0,0.18335995359757412
Canada,Maize,2005,86035,8.38,36363.0,537,0,0.18335995359757412
Canada,Maize,2006,84737,8.66,36572.75,537,0,0.18059201477371353
Canada,Maize,2006,84737,9.83,36572.75,537,0,0.18059201477371353
Canada,Maize,2006,84737,6.95,36572.75,537,0,0.18059201477371353
Canada,Maize,2006,84737,6.3,36572.75,537,0,0.18059201477371353
Canada,Maize,2006,84737,7.85,36572.75,537,0,0.18059201477371353
Canada,Maize,2006,84737,8.31,36572.75,537,0,0.18059201477371353
Canada,Maize,2007,85108,7.42,45140.03,537,0,0.18138315907544872
Canada,Maize,2007,85108,9.14,45140.03,537,0,0.18138315907544872
Canada,Maize,2007,85108,5.25,45140.03,537,0,0.18138315907544872
Canada,Maize,2007,85108,4.96,45140.03,537,0,0.18138315907544872
Canada,Maize,2007,85108,7.07,45140.03,537,0,0.18138315907544872
Canada,Maize,2007,85108,7.72,45140.03,537,0,0.18138315907544872
Canada,Maize,2008,90623,7.5,53707.3,537,0,0.1931437003802184
Canada,Maize,2008,90623,8.61,53707.3,537,0,0.1931437003802184
Canada,Maize,2008,90623,5.62,53707.3,537,0,0.1931437003802184
Canada,Maize,2008,90623,5.01,53707.3,537,0,0.1931437003802184
Canada,Maize,2008,90623,6.58,53707.3,537,0,0.1931437003802184
Canada,Maize,2008,90623,7.3,53707.3,537,0,0.1931437003802184
Canada,Maize,2009,83723,7.12,54529.4,537,0,0.17842969584659904
Canada,Maize,2009,83723,8.38,54529.4,537,0,0.17842969584659904
Canada,Maize,2009,83723,5.27,54529.4,537,0,0.17842969584659904
Canada,Maize,2009,83723,4.71,54529.4,537,0,0.17842969584659904
Canada,Maize,2009,83723,6.28,54529.4,537,0,0.17842969584659904
Canada,Maize,2009,83723,7.8,54529.4,537,0,0.17842969584659904
Canada,Maize,2010,97385,8.64,61050.0,537,0,0.2075634248231654
Canada,Maize,2010,97385,9.47,61050.0,537,0,0.2075634248231654
Canada,Maize,2010,97385,7.11,61050.0,537,0,0.2075634248231654
Canada,Maize,2010,97385,6.73,61050.0,537,0,0.2075634248231654
Canada,Maize,2010,97385,7.77,61050.0,537,0,0.2075634248231654
Canada,Maize,2010,97385,8.33,61050.0,537,0,0.2075634248231654
Canada,Maize,2011,88946,8.34,62107.2,537,0,0.18956755753922136
Canada,Maize,2011,88946,9.32,62107.2,537,0,0.18956755753922136
